,file_name,n_vertices,n_triangles,n_quads,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,bounding_box_0,bounding_box_1,bounding_box_2,bounding_box_3,bounding_box_4,bounding_box_5,bounding_box_6,bounding_box_7,bounding_box_8,bounding_box_9,bounding_box_10,bounding_box_11,bounding_box_12,bounding_box_13,bounding_box_14,bounding_box_15,bounding_box_16,bounding_box_17,bounding_box_18,bounding_box_19,bounding_box_20,bounding_box_21,bounding_box_22,bounding_box_23,angle_three_vertices_0,angle_three_vertices_1,angle_three_vertices_2,angle_three_vertices_3,angle_three_vertices_4,angle_three_vertices_5,angle_three_vertices_6,angle_three_vertices_7,angle_three_vertices_8,angle_three_vertices_9,barycenter_vertice_0,barycenter_vertice_1,barycenter_vertice_2,barycenter_vertice_3,barycenter_vertice_4,barycenter_vertice_5,barycenter_vertice_6,barycenter_vertice_7,barycenter_vertice_8,barycenter_vertice_9,two_vertices_0,two_vertices_1,two_vertices_2,two_vertices_3,two_vertices_4,two_vertices_5,two_vertices_6,two_vertices_7,two_vertices_8,two_vertices_9,square_area_triangle_0,square_area_triangle_1,square_area_triangle_2,square_area_triangle_3,square_area_triangle_4,square_area_triangle_5,square_area_triangle_6,square_area_triangle_7,square_area_triangle_8,square_area_triangle_9,cube_volume_tetrahedron_0,cube_volume_tetrahedron_1,cube_volume_tetrahedron_2,cube_volume_tetrahedron_3,cube_volume_tetrahedron_4,cube_volume_tetrahedron_5,cube_volume_tetrahedron_6,cube_volume_tetrahedron_7,cube_volume_tetrahedron_8,cube_volume_tetrahedron_9
0,data\benchmark\db\0\m0\m0.off,2552.0,5000.0,0,,0.01,0.6742678035068324,2.188222885131836,3065.471391520642,0.37180978059768677,1.1794461675997954,8.51697061841478,-0.5607311129570007,-0.31785571575164795,-0.33213236927986145,0.5589264035224915,-0.31785571575164795,-0.33213236927986145,0.5589264035224915,-0.31785571575164795,0.17954197525978088,-0.5607311129570007,-0.31785571575164795,0.17954197525978088,-0.5607311129570007,0.3311402201652527,-0.33213236927986145,0.5589264035224915,0.3311402201652527,-0.33213236927986145,0.5589264035224915,0.3311402201652527,0.17954197525978088,-0.5607311129570007,0.3311402201652527,0.17954197525978088,0.18061673641204834,0.22613802552223206,0.16446402668952942,0.12775330245494843,0.09985315799713135,0.08223201334476471,0.06314244121313095,0.038179147988557816,0.016152717173099518,0.0014684287598356605,0.02743753045797348,0.09799118340015411,0.09505144506692886,0.17050465941429138,0.19892209768295288,0.11709946393966675,0.1435570865869522,0.08084272593259811,0.06810387223958969,0.0004899558844044805,0.4866771101951599,0.0760188102722168,0.14263322949409485,0.11833855509757996,0.09482758492231369,0.043887145817279816,0.0258620698004961,0.00705329142510891,0.003918495494872332,0.0007836990407668054,0.515418529510498,0.21879589557647705,0.12041115760803223,0.06607929617166519,0.036710720509290695,0.020558003336191177,0.011747430078685284,0.008810572326183319,0.0,0.0014684287598356605,0.0978473573923111,0.197651669383049,0.24853229522705078,0.22113503515720367,0.13111546635627747,0.06849315017461777,0.025440312922000885,0.007827788591384888,0.0,0.001956947147846222
1,data\benchmark\db\0\m1\m1.off,2606.0,4999.0,0,,0.012970547106389127,0.505775355085305,2.8938779830932617,769.0532297212994,0.15048819780349731,1.027488526666213,5.400918224834536,-0.5536216497421265,-0.2164914458990097,-0.19241121411323547,0.4571051001548767,-0.2164914458990097,-0.19241121411323547,0.4571051001548767,-0.2164914458990097,0.15685254335403442,-0.5536216497421265,-0.2164914458990097,0.15685254335403442,-0.5536216497421265,0.20980842411518097,-0.19241121411323547,0.4571051001548767,0.20980842411518097,-0.19241121411323547,0.4571051001548767,0.20980842411518097,0.15685254335403442,-0.5536216497421265,0.20980842411518097,0.15685254335403442,0.2690647542476654,0.21007193624973297,0.10215827077627182,0.08920863270759583,0.09784172475337982,0.08776978403329849,0.057553958147764206,0.06330934911966324,0.02158273383975029,0.0014388489071279764,0.14635317027568817,0.13003838062286377,0.22936660051345825,0.16170825064182281,0.15786948800086975,0.049904029816389084,0.04318618029356003,0.04030710086226463,0.040786948055028915,0.00047984643606469035,0.5648503303527832,0.08135072886943817,0.10437452048063278,0.10514198243618011,0.057559479027986526,0.04144282266497612,0.016116654500365257,0.023791251704096794,0.004604758229106665,0.0007674596854485571,0.4705035984516144,0.23165467381477356,0.12517985701560974,0.06474819779396057,0.0661870539188385,0.028776979073882103,0.002877697814255953,0.004316546954214573,0.004316546954214573,0.0014388489071279764,0.0555555559694767,0.19157087802886963,0.22413793206214905,0.23180076479911804,0.13984674215316772,0.09195402264595032,0.04406130313873291,0.017241379246115685,0.0019157087663188577,0.0019157087663188577
2,data\benchmark\db\0\m10\m10.off,2550.0,4999.0,0,,0.01,0.9898308773749502,5.089203357696533,9698.018136900419,0.18588154017925262,1.1652987459637765,5.790530057734153,-0.48762017488479614,-0.4411586821079254,-0.08589619398117065,0.5115662217140198,-0.4411586821079254,-0.08589619398117065,0.5115662217140198,-0.4411586821079254,0.11043835431337357,-0.48762017488479614,-0.4411586821079254,0.11043835431337357,-0.48762017488479614,0.5063714981079102,-0.08589619398117065,0.5115662217140198,0.5063714981079102,-0.08589619398117065,0.5115662217140198,0.5063714981079102,0.11043835431337357,-0.48762017488479614,0.5063714981079102,0.11043835431337357,0.23529411852359772,0.17499999701976776,0.12941177189350128,0.1147058829665184,0.08529412001371384,0.09117647260427475,0.06323529779911041,0.06617647409439087,0.038235295563936234,0.00147058826405555,0.3691176474094391,0.08284313976764679,0.08578431606292725,0.08774510025978088,0.07450980693101883,0.16911764442920685,0.06862745434045792,0.02450980432331562,0.037254903465509415,0.0004901961074210703,0.5584313869476318,0.13960784673690796,0.08549019694328308,0.10431372374296188,0.04313725605607033,0.025098038837313652,0.021176470443606377,0.010196078568696976,0.0117647061124444,0.0007843137136660516,0.6073529124259949,0.21470588445663452,0.09264706075191498,0.03970588371157646,0.0235294122248888,0.013235294260084629,0.004411764908581972,0.00147058826405555,0.00147058826405555,0.00147058826405555,0.15882353484630585,0.29019609093666077,0.2294117659330368,0.10196078568696976,0.07647059112787247,0.06666667014360428,0.04901960864663124,0.01568627543747425,0.009803921915590763,0.0019607844296842813
3,data\benchmark\db\0\m11\m11.off,2521.0,4999.0,0,,0.01,0.5671508032002609,13.068532943725586,1824.2974639704598,0.04071590304374695,1.0126345157365408,5.868037716808021,-0.4372261166572571,-0.23828533291816711,-0.038715820759534836,0.5728065967559814,-0.23828533291816711,-0.038715820759534836,0.5728065967559814,-0.23828533291816711,0.0385715588927269,-0.4372261166572571,-0.23828533291816711,0.0385715588927269,-0.4372261166572571,0.2832936942577362,-0.038715820759534836,0.5728065967559814,0.2832936942577362,-0.038715820759534836,0.5728065967559814,0.2832936942577362,0.0385715588927269,-0.4372261166572571,0.2832936942577362,0.0385715588927269,0.275297611951828,0.1770833283662796,0.1443452388048172,0.1145833358168602,0.0744047611951828,0.0550595223903656,0.0625,0.0520833320915699,0.0431547611951828,0.0014880952658131719,0.147817462682724,0.1805555522441864,0.125,0.1949404776096344,0.1130952388048172,0.1076388880610466,0.0684523805975914,0.0406746044754982,0.021329365670681,0.0004960317746736109,0.561904788017273,0.08492063730955124,0.1190476194024086,0.10000000149011612,0.05634920671582222,0.03412698581814766,0.02063492126762867,0.015079365111887455,0.0071428571827709675,0.0007936508045531809,0.4457652270793915,0.24219910800457,0.14561663568019867,0.07726597040891647,0.043090637773275375,0.016344724223017693,0.017830608412623405,0.004457652103155851,0.005943536292761564,0.001485884073190391,0.05544554442167282,0.2059405893087387,0.27128714323043823,0.21782177686691284,0.12673267722129822,0.07326732575893402,0.02772277221083641,0.015841584652662277,0.003960396163165569,0.0019801980815827847
4,data\benchmark\db\0\m12\m12.off,2517.0,4999.0,0,,0.01,0.5331183023572501,2.6384921073913574,1515.2028457548308,0.22110909223556519,1.0039517843482972,5.200405368786551,-0.5032632350921631,-0.3126372992992401,-0.15787085890769958,0.49655240774154663,-0.3126372992992401,-0.15787085890769958,0.49655240774154663,-0.3126372992992401,0.22106361389160156,-0.5032632350921631,-0.3126372992992401,0.22106361389160156,-0.5032632350921631,0.27097246050834656,-0.15787085890769958,0.49655240774154663,0.27097246050834656,-0.15787085890769958,0.49655240774154663,0.27097246050834656,0.22106361389160156,-0.5032632350921631,0.27097246050834656,0.22106361389160156,0.20268256962299347,0.23397913575172424,0.14903129637241364,0.10283159464597702,0.0953800305724144,0.0760059580206871,0.07451564818620682,0.04470938816666603,0.019374068826436996,0.001490312977693975,0.020367611199617386,0.16691505908966064,0.32637855410575867,0.09239940345287323,0.0765027329325676,0.11077993363142014,0.07252856343984604,0.07998012751340866,0.05365126579999924,0.000496771011967212,0.5007948875427246,0.11764705926179886,0.12241653352975845,0.09300477057695389,0.09300477057695389,0.053259141743183136,0.009538950398564339,0.005564387887716293,0.003974562976509333,0.0007949125720188022,0.5610119104385376,0.2380952388048172,0.1056547611951828,0.0446428582072258,0.0252976194024086,0.013392857275903225,0.0074404762126505375,0.0,0.0029761905316263437,0.0014880952658131719,0.0456349216401577,0.1349206417798996,0.2341269850730896,0.230158731341362,0.1626984179019928,0.105158731341362,0.0317460335791111,0.0396825410425663,0.013888888992369175,0.0019841270986944437
5,data\benchmark\db\0\m13\m13.off,2403.0,4998.0,0,,0.018556725480384353,0.3477072045638121,5.692039489746094,122.07827452219632,0.10013037919998169,1.0007497518287864,1.7954371886090121,-0.5059545040130615,-0.23073983192443848,-0.11693155020475388,0.480284184217453,-0.23073983192443848,-0.11693155020475388,0.480284184217453,-0.23073983192443848,0.05633476376533508,-0.5059545040130615,-0.23073983192443848,0.05633476376533508,-0.5059545040130615,0.3552224338054657,-0.11693155020475388,0.480284184217453,0.3552224338054657,-0.11693155020475388,0.480284184217453,0.3552224338054657,0.05633476376533508,-0.5059545040130615,0.3552224338054657,0.05633476376533508,0.22620904445648193,0.19344773888587952,0.15756630897521973,0.13260529935359955,0.07644306123256683,0.07332292944192886,0.0795631855726242,0.04056162387132645,0.018720747902989388,0.0015600624028593302,0.211238294839859,0.3048907518386841,0.20707596838474274,0.10718002170324326,0.04578563943505287,0.04682622104883194,0.04578563943505287,0.020291363820433617,0.010405827313661575,0.0005202913889661431,0.572023332118988,0.13072440028190613,0.09741881489753723,0.07493755221366882,0.06577851623296738,0.039134055376052856,0.01498751062899828,0.0041631972417235374,0.0,0.0008326394599862397,0.7082683444023132,0.12480498850345612,0.07488299161195755,0.037441495805978775,0.018720747902989388,0.015600623562932014,0.014040561392903328,0.0031201248057186604,0.0015600624028593302,0.0015600624028593302,0.18711018562316895,0.295218288898468,0.24740125238895416,0.12266112118959427,0.09355509281158447,0.029106028378009796,0.010395010001957417,0.010395010001957417,0.0020790020935237408,0.0020790020935237408
6,data\benchmark\db\0\m14\m14.off,2565.0,4999.0,0,,0.01,0.5064175549899036,3.3471856117248535,1298.7520806757993,0.20933441817760468,1.062051146117337,2.4815745359560855,-0.39035871624946594,-0.48967504501342773,-0.19663052260875702,0.3498203456401825,-0.48967504501342773,-0.19663052260875702,0.3498203456401825,-0.48967504501342773,0.09404736757278442,-0.39035871624946594,-0.48967504501342773,0.09404736757278442,-0.39035871624946594,0.4832778573036194,-0.19663052260875702,0.3498203456401825,0.4832778573036194,-0.19663052260875702,0.3498203456401825,0.4832778573036194,0.09404736757278442,-0.39035871624946594,0.4832778573036194,0.09404736757278442,0.18567252159118652,0.21345029771327972,0.13450291752815247,0.14766082167625427,0.10964912176132202,0.09649122506380081,0.04093567281961441,0.046783626079559326,0.023391813039779663,0.001461988314986229,0.17153996229171753,0.3801169693470001,0.1593567281961441,0.12816764414310455,0.10964912176132202,0.03216374292969704,0.006822612136602402,0.006335282698273659,0.005360623821616173,0.000487329438328743,0.4726988971233368,0.17628705501556396,0.1372854858636856,0.09360374510288239,0.06240249425172806,0.03354134038090706,0.017940716817975044,0.0031201248057186604,0.0023400934878736734,0.0007800312014296651,0.7748538255691528,0.1461988240480423,0.03801169618964195,0.01608187146484852,0.017543859779834747,0.002923976629972458,0.001461988314986229,0.0,0.001461988314986229,0.001461988314986229,0.17933723330497742,0.3138401508331299,0.28654971718788147,0.12670564651489258,0.06042885035276413,0.02144249528646469,0.005847953259944916,0.003898635506629944,0.0,0.001949317753314972
7,data\benchmark\db\0\m15\m15.off,2506.0,4999.0,0,,0.01,0.6457217974753083,13.517882347106934,2692.379908787829,0.047783613204956055,1.0750697156979014,4.705303868500529,-0.5139646530151367,-0.29824763536453247,-0.0363064743578434,0.5598322153091431,-0.29824763536453247,-0.0363064743578434,0.5598322153091431,-0.29824763536453247,0.04312881827354431,-0.5139646530151367,-0.29824763536453247,0.04312881827354431,-0.5139646530151367,0.2619527578353882,-0.0363064743578434,0.5598322153091431,0.2619527578353882,-0.0363064743578434,0.5598322153091431,0.2619527578353882,0.04312881827354431,-0.5139646530151367,0.2619527578353882,0.04312881827354431,0.25449103116989136,0.193113774061203,0.1422155648469925,0.09880239516496658,0.07784431427717209,0.08383233845233917,0.05089820176362991,0.055389221757650375,0.041916169226169586,0.001497006043791771,0.15768462419509888,0.24500997364521027,0.11277445405721664,0.09530938416719437,0.11227545142173767,0.13922156393527985,0.06287425011396408,0.04141716659069061,0.03293413296341896,0.0004990019951947033,0.6017557978630066,0.11731843650341034,0.11891460418701172,0.07102952897548676,0.05027933046221733,0.019154030829668045,0.015961691737174988,0.0031923383940011263,0.0015961691970005631,0.0007980845985002816,0.5575485825538635,0.23467862606048584,0.11360239237546921,0.04932735487818718,0.022421523928642273,0.010463378392159939,0.002989536616951227,0.005979073233902454,0.0014947683084756136,0.0014947683084756136,0.04581673443317413,0.18525896966457367,0.21314741671085358,0.21912351250648499,0.1653386503458023,0.08565737307071686,0.055776894092559814,0.019920319318771362,0.007968127727508545,0.0019920319318771362
8,data\benchmark\db\0\m16\m16.off,2584.0,4998.0,0,arthropod,0.01,0.35446007198298796,4.197682857513428,445.3505202877782,0.17658200860023499,1.1329804081710344,1.9628691735755703,-0.4319947063922882,-0.36263155937194824,-0.08647540211677551,0.5755760073661804,-0.36263155937194824,-0.08647540211677551,0.5755760073661804,-0.36263155937194824,0.15355482697486877,-0.4319947063922882,-0.36263155937194824,0.15355482697486877,-0.4319947063922882,0.3675064742565155,-0.08647540211677551,0.5755760073661804,0.3675064742565155,-0.08647540211677551,0.5755760073661804,0.3675064742565155,0.15355482697486877,-0.4319947063922882,0.3675064742565155,0.15355482697486877,0.1640058010816574,0.2104499340057373,0.17561683058738708,0.12626995146274567,0.12917271256446838,0.0856313481926918,0.05224963650107384,0.031930334866046906,0.0232220608741045,0.0014513788046315312,0.2467343956232071,0.38219642639160156,0.09627479314804077,0.14949201047420502,0.06047411635518074,0.024189647287130356,0.019351717084646225,0.012094823643565178,0.008708273060619831,0.0004837929445784539,0.6609907150268555,0.1099071204662323,0.09133126586675644,0.06578947603702545,0.046439629048109055,0.013931888155639172,0.00851393211632967,0.0015479875728487968,0.0007739937864243984,0.0007739937864243984,0.708695650100708,0.18405796587467194,0.04637681320309639,0.037681158632040024,0.01304347813129425,0.0028985508251935244,0.0028985508251935244,0.0028985508251935244,0.0,0.0014492754125967622,0.10831721127033234,0.25145068764686584,0.22630560398101807,0.19922630488872528,0.09090909361839294,0.05415860563516617,0.03675048425793648,0.01934235915541649,0.011605415493249893,0.0019342360319569707
9,data\benchmark\db\0\m17\m17.off,2558.0,5000.0,0,arthropod,0.01,0.3394895309144151,3.2342710494995117,391.2723497836287,0.20929054915905,1.020677659987771,4.621354518134982,-0.5143942832946777,-0.3571077287197113,-0.19355696439743042,0.48527002334594727,-0.3571077287197113,-0.19355696439743042,0.48527002334594727,-0.3571077287197113,0.1155279278755188,-0.5143942832946777,-0.3571077287197113,0.1155279278755188,-0.5143942832946777,0.3202493190765381,-0.19355696439743042,0.48527002334594727,0.3202493190765381,-0.19355696439743042,0.48527002334594727,0.3202493190765381,0.1155279278755188,-0.5143942832946777,0.3202493190765381,0.1155279278755188,0.1818181872367859,0.15982404351234436,0.1847507357597351,0.15395894646644592,0.10703812539577484,0.08944281190633774,0.07624633610248566,0.032258063554763794,0.013196481391787529,0.0014662756584584713,0.03519061580300331,0.2003910094499588,0.13880743086338043,0.028836755082011223,0.4814271628856659,0.02981427125632763,0.0337243415415287,0.0,0.05131964758038521,0.0004887585528194904,0.43393275141716003,0.14933541417121887,0.1086786538362503,0.15793588757514954,0.0703674778342247,0.03909303992986679,0.013291633687913418,0.023455824702978134,0.0031274433713406324,0.0007818608428351581,0.6105417013168335,0.19912151992321014,0.10980966687202454,0.058565154671669006,0.011713030748069286,0.008784772828221321,0.0,0.0,0.0,0.0014641288435086608,0.103515625,0.203125,0.19140625,0.126953125,0.1171875,0.146484375,0.072265625,0.03125,0.005859375,0.001953125
