,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,barycenter,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,angle_three_vertices,barycenter_vertice,two_vertices,square_area_triangle,cube_volume_tetrahedron
0,data/benchmark/db/9/m976/m976.off,976,3816,1889.0,0,"[-0.7535262  -0.33608398 -0.37677157  0.25168258 -0.33608398 -0.37677157
  0.25168258 -0.33608398  0.3740912  -0.7535262  -0.33608398  0.3740912
 -0.7535262   0.3584737  -0.37677157  0.25168258  0.3584737  -0.37677157
  0.25168258  0.3584737   0.3740912  -0.7535262   0.3584737   0.3740912 ]",[0.7390105  0.21470627 0.51301414],plant,0.0014449766282528967,1.0730063760431747,1.4863611459732056,32.49948631607885,0.033751100301742554,32131.026114363813,1.6835572741087401,[340],[  5  58  86 338 325 166  39],[591   8  27   2   8],[340],[172  83]
1,data/benchmark/db/9/m979/m979.off,979,3708,1070.0,0,"[-0.7427444  -0.23384061 -0.2116708   0.2608561  -0.23384061 -0.2116708
  0.2608561  -0.23384061  0.23348126 -0.7427444  -0.23384061  0.23348126
 -0.7427444   0.226908   -0.2116708   0.2608561   0.226908   -0.2116708
  0.2608561   0.226908    0.23348126 -0.7427444   0.226908    0.23348126]",[0.73105323 0.32635203 0.11929023],plant,0.07289932652966379,0.5796390516659883,1.1496117115020752,0.7212920635624915,0.013819833286106586,66891.52973295866,10.527119918282017,[  1   1 328],[  4  43 150 213 354 224],[614   3   1],[330],[212  36]
2,data/benchmark/db/9/m985/m985.off,985,152499,88945.0,0,"[-0.618263   -0.34692207 -0.18520227  0.3733049  -0.34692207 -0.18520227
  0.3733049  -0.34692207  0.04940492 -0.618263   -0.34692207  0.04940492
 -0.618263    0.3428688  -0.18520227  0.3733049   0.3428688  -0.18520227
  0.3733049   0.3428688   0.04940492 -0.618263    0.3428688   0.04940492]",[0.64191383 0.60027575 0.4338287 ],plant,0.018869549119748648,1.276057341782723,7.556026935577393,15.126199019604103,0.006323563400655985,5436854.227613702,13.949163613718111,[    1     1     4     1     2     6     3 13538],[15035 23006  2356   177    92],[25375    23    18],[13556],[10163     4]
3,data/benchmark/db/9/m943/m943.off,943,696,258.0,0,"[-0.4763868  -0.4965485  -0.27719507  0.5126084  -0.4965485  -0.27719507
  0.5126084  -0.4965485   0.32507616 -0.4763868  -0.4965485   0.32507616
 -0.4763868   0.46102092 -0.27719507  0.5126084   0.46102092 -0.27719507
  0.5126084   0.46102092  0.32507616 -0.4763868   0.46102092  0.32507616]",[0.64343333 0.31982353 0.24689566],table,0.05085340751033941,1.7304854425046998,1.5768871307373047,22.979671771927475,0.07682303339242935,13373.586462382465,1.82378377250684,[ 1 61],[ 5 11 19 34 49 17 49  1],[64  7 33  8  4],[54  6  2],[ 6 30 10  1]
4,data/benchmark/db/9/m948/m948.off,948,13791,9038.0,0,"[-0.46393847 -0.5900779  -0.52308905  0.6272483  -0.5900779  -0.52308905
  0.6272483  -0.5900779   0.5470559  -0.46393847 -0.5900779   0.5470559
 -0.46393847  0.58966917 -0.52308905  0.6272483   0.58966917 -0.52308905
  0.6272483   0.58966917  0.5470559  -0.46393847  0.58966917  0.5470559 ]",[0.34805092 0.4880113  0.52636796],bed,0.19014503762000334,4.383324174828821,1.1465890407562256,193.13824208848962,0.20233899354934692,341949.3787775548,1.7650520860373329,[   2    1    1    1    4    5    5    3 1204],[  2  37  86 917 900 769 935  31],[2026   40   23   71    9    9   39   79    2],[822 219 133  52],[212 252 212 185  56   3]
5,data/benchmark/db/9/m900/m900.off,900,864,348.0,0,"[-0.5000001  -0.21526155 -0.18737619  0.5000013  -0.21526155 -0.18737619
  0.5000013  -0.21526155  0.18763243 -0.5000001  -0.21526155  0.18763243
 -0.5000001   0.40947568 -0.18737619  0.5000013   0.40947568 -0.18737619
  0.5000013   0.40947568  0.18763243 -0.5000001   0.40947568  0.18763243]",[0.49998918 0.21526824 0.18726023],table,0.005302666161797557,0.9513201320909868,2.6647915840148926,11.823142373911896,0.03841555863618851,4785.6911834970015,11.501204255388322,[ 2 75],[158  72],[58 28  4 50  4],[56 13  8],[26 16 16]
6,data/benchmark/db/9/m987/m987.off,987,2550,982.0,0,"[-0.8317482  -0.24056818 -0.18533783  0.16820574 -0.24056818 -0.18533783
  0.16820574 -0.24056818  0.25527862 -0.8317482  -0.24056818  0.25527862
 -0.8317482   0.3014394  -0.18533783  0.16820574  0.3014394  -0.18533783
  0.16820574  0.3014394   0.25527862 -0.8317482   0.3014394   0.25527862]",[0.8277894  0.26243186 0.09409834],plant,0.004465567847914426,0.4753088651573838,1.7920875549316406,1.6069020231390125,0.01294360589236021,57793.618569217484,6.75737133408874,[227],[ 54  63  54 279 230],[410  15],[227],[147  23]
7,data/benchmark/db/9/m982/m982.off,982,996,600.0,0,"[-0.63575596 -0.18285024 -0.18344633  0.3659104  -0.18285024 -0.18344633
  0.3659104  -0.18285024  0.18005496 -0.63575596 -0.18285024  0.18005496
 -0.63575596  0.15937954 -0.18344633  0.3659104   0.15937954 -0.18344633
  0.3659104   0.15937954  0.18005496 -0.63575596  0.15937954  0.18005496]",[0.63953125 0.24317428 0.00451194],plant,0.0011281565935902683,0.3375975192078352,2.2958431243896484,1.145547354792768,0.010500559583306313,7679.842175236836,17.611254102528072,[89],[11 52 76 50 76],[150  10   3   3],[89],[61  6]
8,data/benchmark/db/9/m924/m924.off,924,645,408.0,0,"[-0.49331385 -0.506234   -0.19412616  0.50690866 -0.506234   -0.19412616
  0.50690866 -0.506234    0.14783433 -0.49331385 -0.506234    0.14783433
 -0.49331385  0.49380273 -0.19412616  0.50690866  0.49380273 -0.19412616
  0.50690866  0.49380273  0.14783433 -0.49331385  0.49380273  0.14783433]",[0.4911104  0.5119315  0.18374333],table,0.00011060684993289364,2.059341503631365,3.42889666557312,830.4129341153591,0.03700483590364456,4021.8450639936023,3.8127737445317895,[58],[39 13 41 43 28  8],[57 37 10  3],[58],[19 21  3]
9,data/benchmark/db/9/m988/m988.off,988,9279,6000.0,0,"[-0.8268991  -0.1210715  -0.11821853  0.17462575 -0.1210715  -0.11821853
  0.17462575 -0.1210715   0.10289331 -0.8268991  -0.1210715   0.10289331
 -0.8268991   0.11007567 -0.11821853  0.17462575  0.11007567 -0.11821853
  0.17462575  0.11007567  0.10289331 -0.8268991   0.11007567  0.10289331]",[0.820051   0.03574417 0.18482031],plant,0.0010177154986625945,0.45160309744792876,1.6971536874771118,2.8870715147864825,0.001977819949388504,118352.13956085652,18.713068932516975,[  1   1   1 822],[   6  117  203  142 2006],[1516   28    1    1],[825],[619]
