,angle_three_vertices_0,angle_three_vertices_1,angle_three_vertices_2,angle_three_vertices_3,angle_three_vertices_4,angle_three_vertices_5,angle_three_vertices_6,angle_three_vertices_7,angle_three_vertices_8,angle_three_vertices_9,barycenter_vertice_0,barycenter_vertice_1,barycenter_vertice_2,barycenter_vertice_3,barycenter_vertice_4,barycenter_vertice_5,barycenter_vertice_6,barycenter_vertice_7,barycenter_vertice_8,barycenter_vertice_9,bounding_box_0,bounding_box_1,bounding_box_2,bounding_box_3,bounding_box_4,bounding_box_5,bounding_box_6,bounding_box_7,bounding_box_8,bounding_box_9,bounding_box_10,bounding_box_11,bounding_box_12,bounding_box_13,bounding_box_14,bounding_box_15,bounding_box_16,bounding_box_17,bounding_box_18,bounding_box_19,bounding_box_20,bounding_box_21,bounding_box_22,bounding_box_23,bounding_box_ratio,bounding_box_volume,classification,compactness,cube_volume_tetrahedron_0,cube_volume_tetrahedron_1,cube_volume_tetrahedron_2,cube_volume_tetrahedron_3,cube_volume_tetrahedron_4,cube_volume_tetrahedron_5,cube_volume_tetrahedron_6,cube_volume_tetrahedron_7,cube_volume_tetrahedron_8,cube_volume_tetrahedron_9,diameter,eccentricity,file_name,n_quads,n_triangles,n_vertices,square_area_triangle_0,square_area_triangle_1,square_area_triangle_2,square_area_triangle_3,square_area_triangle_4,square_area_triangle_5,square_area_triangle_6,square_area_triangle_7,square_area_triangle_8,square_area_triangle_9,surface_area,two_vertices_0,two_vertices_1,two_vertices_2,two_vertices_3,two_vertices_4,two_vertices_5,two_vertices_6,two_vertices_7,two_vertices_8,two_vertices_9,volume
0,0.028456,0.296369,0.241363,0.150053,0.111975,0.08079,0.057106,0.031568,0.002319,1e-06,0.047501999884843826,0.08359000086784363,0.13256700336933136,0.18587300181388855,0.24594900012016296,0.17712700366973877,0.06168000027537346,0.04906700178980827,0.01654299907386303,0.00010199999815085903,-0.5834251046180725,-0.5150709748268127,-0.30212247371673584,0.824578046798706,-0.5150709748268127,-0.30212247371673584,0.824578046798706,-0.5150709748268127,0.4686620235443115,-0.5834251046180725,-0.5150709748268127,0.4686620235443115,-0.5834251046180725,0.5242747068405151,-0.30212247371673584,0.824578046798706,0.5242747068405151,-0.30212247371673584,0.824578046798706,0.5242747068405151,0.4686620235443115,-0.5834251046180725,0.5242747068405151,0.4686620235443115,1.8267143964767456,1.1279675960540771,laptop,30.563746269363303,0.042785000056028366,0.14967699348926544,0.2321919947862625,0.22605599462985992,0.16873100399971008,0.10915199667215347,0.0537399984896183,0.015957999974489212,0.0017079999670386314,9.999999974752427e-07,1.5247041734248055,25.525223055641828,data/benchmark/db/17/m1766/m1766.off,0,19497.0,9875.0,0.022244000807404518,0.10447599738836288,0.18913500010967255,0.2205280065536499,0.20619000494480133,0.15470799803733826,0.07947000116109848,0.0219969991594553,0.0012509999796748161,9.999999974752427e-07,2.4212018307844847,0.04545300081372261,0.11544299870729446,0.15756100416183472,0.18860800564289093,0.21694999933242798,0.1528960019350052,0.08611799776554108,0.033153001219034195,0.0038169999606907368,9.999999974752427e-07,0.06407918963512854
1,0.079935,0.288942,0.202031,0.128802,0.114507,0.077407,0.055761,0.041825,0.010789,1e-06,0.03401000052690506,0.2809320092201233,0.5907089710235596,0.07962799817323685,0.00101200002245605,0.005408000200986862,0.0038530000019818544,0.002483000047504902,0.0018649999983608723,9.999999747378752e-05,-0.5034593343734741,-0.2385854870080948,-0.12470107525587082,0.5068256855010986,-0.2385854870080948,-0.12470107525587082,0.5068256855010986,-0.2385854870080948,0.6095752716064453,-0.5034593343734741,-0.2385854870080948,0.6095752716064453,-0.5034593343734741,0.5647889971733093,-0.12470107525587082,0.5068256855010986,0.5647889971733093,-0.12470107525587082,0.5068256855010986,0.5647889971733093,0.6095752716064453,-0.5034593343734741,0.5647889971733093,0.6095752716064453,1.3758920431137085,0.5959659814834595,fireplace,2957.2541231731984,0.38999199867248535,0.3962019979953766,0.19551299512386322,0.014462999999523163,0.003409000113606453,0.0003910000086762011,2.8000000384054147e-05,9.999999974752427e-07,0.0,9.999999974752427e-07,1.4460044226585511,4.86380128076472,data/benchmark/db/17/m1798/m1798.off,0,19718.0,9999.0,0.18396100401878357,0.34511899948120117,0.30202698707580566,0.15352900326251984,0.011222000233829021,0.003654999891296029,0.00041000000783242285,6.500000017695129e-05,1.1000000085914508e-05,9.999999974752427e-07,3.8109153072397994,0.23045100271701813,0.3351539969444275,0.3708899915218353,0.04869899898767471,0.010863999836146832,0.003326999954879284,0.0005840000230818987,2.099999983329326e-05,9.000000318337698e-06,9.999999974752427e-07,0.012863923127034313
2,0.037291,0.325281,0.206228,0.130952,0.099752,0.072993,0.061886,0.058655,0.006961,1e-06,0.03262399882078171,0.08114799857139587,0.22029800713062286,0.14230500161647797,0.1489659994840622,0.13979199528694153,0.14941400289535522,0.06174499914050102,0.023590000346302986,0.00011800000356743112,-0.4567733108997345,-0.4209025204181671,-0.11777262389659882,0.5767704248428345,-0.4209025204181671,-0.11777262389659882,0.5767704248428345,-0.4209025204181671,0.3521576225757599,-0.4567733108997345,-0.4209025204181671,0.3521576225757599,-0.4567733108997345,0.33757293224334717,-0.11777262389659882,0.5767704248428345,0.33757293224334717,-0.11777262389659882,0.5767704248428345,0.33757293224334717,0.3521576225757599,-0.4567733108997345,0.33757293224334717,0.3521576225757599,2.1993556022644043,0.36838653683662415,desktop,67.30165083908824,0.15156200528144836,0.28807199001312256,0.21970100700855255,0.14307400584220886,0.09283000230789185,0.0600380003452301,0.03373299911618233,0.010541999712586403,0.000446999998530373,9.999999974752427e-07,1.0776807769134258,9.682755657536012,data/benchmark/db/17/m1771/m1771.off,0,17492.0,8727.0,0.08954499661922455,0.1924789994955063,0.19478799402713776,0.1683100014925003,0.1506969928741455,0.12349999696016312,0.06686100363731384,0.013044999912381172,0.0007740000146441162,9.999999974752427e-07,2.5628242798564,0.1190510019659996,0.13088999688625336,0.162650004029274,0.22659799456596375,0.19954200088977814,0.10602200031280518,0.04475799947977066,0.009665999561548233,0.0008219999726861715,9.999999974752427e-07,0.047026125591245735
3,0.028715,0.280502,0.245764,0.173151,0.128373,0.07946,0.043289,0.01855,0.002195,1e-06,0.01411100011318922,0.02123899944126606,0.1420699954032898,0.13137300312519073,0.15197700262069702,0.16242100298404694,0.24819600582122803,0.10538700222969055,0.023104000836610794,0.00012199999764561653,-0.5020124316215515,-0.41801953315734863,-0.26141881942749023,0.5410792827606201,-0.41801953315734863,-0.26141881942749023,0.5410792827606201,-0.41801953315734863,0.26091334223747253,-0.5020124316215515,-0.41801953315734863,0.26091334223747253,-0.5020124316215515,0.3279150128364563,-0.26141881942749023,0.5410792827606201,0.3279150128364563,-0.26141881942749023,0.5410792827606201,0.3279150128364563,0.26091334223747253,-0.5020124316215515,0.3279150128364563,0.26091334223747253,1.9969892501831055,0.40641528367996216,chest,1.702101495450257,0.01684200018644333,0.08383399993181229,0.17379499971866608,0.23077799379825592,0.22936099767684937,0.17060400545597076,0.08000800013542175,0.014353999868035316,0.00042299999040551484,9.999999974752427e-07,1.2516841327368733,20.92321328570323,data/benchmark/db/17/m1701/m1701.off,0,18432.0,9270.0,0.006912000011652708,0.04456600174307823,0.11170600354671478,0.17822299897670746,0.22052299976348877,0.21539300680160522,0.15240299701690674,0.06348299980163574,0.0067900000140070915,9.999999974752427e-07,3.027933144450312,0.02520499937236309,0.08800899982452393,0.13868500292301178,0.18292300403118134,0.20510900020599365,0.16356700658798218,0.10386999696493149,0.08342199772596359,0.009208999574184418,9.999999974752427e-07,0.37975238444712045
4,0.077553,0.300872,0.19659,0.127058,0.099476,0.082261,0.066277,0.042616,0.007296,1e-06,0.07873400300741196,0.2142229974269867,0.17531000077724457,0.10261499881744385,0.09569600224494934,0.09771399945020676,0.14668700098991394,0.041836000978946686,0.04706599935889244,0.00011899999663000926,-0.4551035165786743,-0.20508471131324768,-0.1898796111345291,0.5617457628250122,-0.20508471131324768,-0.1898796111345291,0.5617457628250122,-0.20508471131324768,0.2511131763458252,-0.4551035165786743,-0.20508471131324768,0.2511131763458252,-0.4551035165786743,0.15517225861549377,-0.1898796111345291,0.5617457628250122,0.15517225861549377,-0.1898796111345291,0.5617457628250122,0.15517225861549377,0.2511131763458252,-0.4551035165786743,0.15517225861549377,0.2511131763458252,2.822566509246826,0.16154758632183075,shoe,5.550352108829352,0.016750000417232513,0.08803799748420715,0.17061999440193176,0.2268030047416687,0.22789500653743744,0.16823899745941162,0.08004699647426605,0.02009899914264679,0.0015079999575391412,9.999999974752427e-07,1.0233214198342298,10.053109463551907,data/benchmark/db/17/m1747/m1747.off,0,18503.0,9221.0,0.010758000425994396,0.06505300104618073,0.14433400332927704,0.21962900459766388,0.24521100521087646,0.19147300720214844,0.09813600033521652,0.02353700064122677,0.0018680000212043524,9.999999974752427e-07,0.9786610172933242,0.049609001725912094,0.13559800386428833,0.2391269952058792,0.21712499856948853,0.14704500138759613,0.0971750020980835,0.058844998478889465,0.036635998636484146,0.018838999792933464,9.999999974752427e-07,0.038642212103492606
5,0.316142,0.22925,0.071632,0.047446,0.043056,0.044475,0.068543,0.121385,0.05807,1e-06,0.06875599920749664,0.18023699522018433,0.12814100086688995,0.11167699843645096,0.17631100118160248,0.15727999806404114,0.08274800330400467,0.08013200014829636,0.0146289998665452,8.900000102585182e-05,-0.5069777369499207,-0.21064242720603943,-0.08567234873771667,0.4584091901779175,-0.21064242720603943,-0.08567234873771667,0.4584091901779175,-0.21064242720603943,0.17433032393455505,-0.5069777369499207,-0.21064242720603943,0.17433032393455505,-0.5069777369499207,0.12409436702728271,-0.08567234873771667,0.4584091901779175,0.12409436702728271,-0.08567234873771667,0.4584091901779175,0.12409436702728271,0.17433032393455505,-0.5069777369499207,0.12409436702728271,0.17433032393455505,3.7129883766174316,0.08401999622583389,bridge,10.281785520657856,0.08816500008106232,0.3191100060939789,0.33279699087142944,0.17919500172138214,0.059464000165462494,0.017177000641822815,0.003533999901264906,0.0005259999888949096,3.099999958067201e-05,9.999999974752427e-07,1.0335503279225993,7.427784794172515,data/benchmark/db/17/m1780/m1780.off,0,15461.0,10000.0,0.07642500102519989,0.30184999108314514,0.32828399538993835,0.1876479983329773,0.07951399683952332,0.02259800024330616,0.0031880000606179237,0.0004459999909158796,4.600000102072954e-05,9.999999974752427e-07,0.4880979360444311,0.1821720004081726,0.21767400205135345,0.17460200190544128,0.14541499316692352,0.11486700177192688,0.08943600207567215,0.05395299941301346,0.018921000882983208,0.0029589999467134476,9.999999974752427e-07,0.01
6,0.038579,0.33332,0.209774,0.124762,0.093693,0.08167,0.073275,0.042394,0.002532,1e-06,0.03848399966955185,0.09623999893665314,0.11898099631071091,0.20074200630187988,0.18195800483226776,0.11026600003242493,0.0996680036187172,0.1025020033121109,0.051079001277685165,7.999999797903001e-05,-0.5700429677963257,-0.32197287678718567,-0.19868126511573792,0.5918015241622925,-0.32197287678718567,-0.19868126511573792,0.5918015241622925,-0.32197287678718567,0.2127765417098999,-0.5700429677963257,-0.32197287678718567,0.2127765417098999,-0.5700429677963257,0.33451730012893677,-0.19868126511573792,0.5918015241622925,0.33451730012893677,-0.19868126511573792,0.5918015241622925,0.33451730012893677,0.2127765417098999,-0.5700429677963257,0.33451730012893677,0.2127765417098999,2.8237268924713135,0.31383514404296875,laptop,12.17811038948862,0.03331200033426285,0.1479559987783432,0.23684300482273102,0.22510400414466858,0.1729629933834076,0.11287800222635269,0.0535460002720356,0.015832999721169472,0.0015640000347048044,9.999999974752427e-07,1.3203256429231163,16.839854934846333,data/benchmark/db/17/m1765/m1765.off,0,19751.0,10000.0,0.02142000012099743,0.11979000270366669,0.19603300094604492,0.22251400351524353,0.20043200254440308,0.14099200069904327,0.07245799899101257,0.023510999977588654,0.0028490000404417515,9.999999974752427e-07,2.144998508837155,0.05743199959397316,0.1376439929008484,0.18501099944114685,0.20670099556446075,0.20090700685977936,0.1201850026845932,0.06324300169944763,0.025425000116229057,0.003450999967753887,9.999999974752427e-07,0.08464949118253054
7,0.138884,0.260096,0.171973,0.123643,0.090752,0.070928,0.074603,0.054446,0.014674,1e-06,0.275858998298645,0.250901997089386,0.28442299365997314,0.16274400055408478,0.011846000328660011,0.0031620000954717398,0.003338000038638711,0.003135999897494912,0.004505000077188015,8.499999967170879e-05,-0.7767677307128906,-0.20568585395812988,-0.20645682513713837,0.2361723780632019,-0.20568585395812988,-0.20645682513713837,0.2361723780632019,-0.20568585395812988,0.1905001550912857,-0.7767677307128906,-0.20568585395812988,0.1905001550912857,-0.7767677307128906,0.22690625488758087,-0.20645682513713837,0.2361723780632019,0.22690625488758087,-0.20645682513713837,0.2361723780632019,0.22690625488758087,0.1905001550912857,-0.7767677307128906,0.22690625488758087,0.1905001550912857,2.5517630577087402,0.17394253611564636,flower_with_stem,1.5616086824974416,0.1435839980840683,0.3902769982814789,0.28664499521255493,0.12580899894237518,0.041402000933885574,0.010251999832689762,0.0018100000452250242,0.00019799999427050352,2.2000000171829015e-05,9.999999974752427e-07,1.0177048200423762,4.056923203410164,data/benchmark/db/9/m980/m980.off,0,18814.0,9992.0,0.13263100385665894,0.36531201004981995,0.2883470058441162,0.14422400295734406,0.05198400095105171,0.014658999629318714,0.002309999894350767,0.0004659999976865947,6.600000051548705e-05,9.999999974752427e-07,0.2604203167608573,0.23242400586605072,0.32842200994491577,0.18027499318122864,0.15444299578666687,0.08129999786615372,0.007493000011891127,0.006719999946653843,0.00599699979647994,0.0029249999206513166,9.999999974752427e-07,0.01
8,0.17678,0.24729,0.156831,0.091541,0.104876,0.068915,0.057959,0.050613,0.045194,1e-06,0.07175300270318985,0.39538100361824036,0.1751050055027008,0.15102900564670563,0.09703399986028671,0.05821400135755539,0.03922700136899948,0.00940600037574768,0.002595999976620078,0.00025499999173916876,-0.6403853893280029,-0.19570587575435638,-0.7134435176849365,0.40010935068130493,-0.19570587575435638,-0.7134435176849365,0.40010935068130493,-0.19570587575435638,0.14231520891189575,-0.6403853893280029,-0.19570587575435638,0.14231520891189575,-0.6403853893280029,0.5088150501251221,-0.7134435176849365,0.40010935068130493,0.5088150501251221,-0.7134435176849365,0.40010935068130493,0.5088150501251221,0.14231520891189575,-0.6403853893280029,0.5088150501251221,0.14231520891189575,1.4768825769424438,0.6273141503334045,cabinet,6.442248021987013,0.4182409942150116,0.3635439872741699,0.12667900323867798,0.03553500026464462,0.02865700051188469,0.019878000020980835,0.006246000062674284,0.0012039999710395932,1.4999999621068127e-05,9.999999974752427e-07,1.3875558810728406,13.06830272656671,data/benchmark/db/9/m952/m952.off,0,8180.0,4063.0,0.29715201258659363,0.23248699307441711,0.10773299634456635,0.15129899978637695,0.11493699997663498,0.06233400106430054,0.026669999584555626,0.006568000186234713,0.0008190000080503523,9.999999974752427e-07,3.6580270862497883,0.2071170061826706,0.10294000059366226,0.2187429964542389,0.2138720005750656,0.129038006067276,0.073853999376297,0.043779000639915466,0.009581999853253365,0.0010740000288933516,9.999999974752427e-07,0.2591943128990963
9,0.090617,0.288854,0.126252,0.169735,0.170602,0.069918,0.044276,0.031007,0.008738,1e-06,0.006035999860614538,0.02463899925351143,0.03181000053882599,0.08013200014829636,0.0636489987373352,0.046181999146938324,0.23031100630760193,0.46654099225997925,0.05046999827027321,0.0002300000051036477,-0.5003416538238525,-0.24735665321350098,-0.3786785900592804,0.500059962272644,-0.24735665321350098,-0.3786785900592804,0.500059962272644,-0.24735665321350098,0.10033309459686279,-0.5003416538238525,-0.24735665321350098,0.10033309459686279,-0.5003416538238525,0.2533952295780182,-0.3786785900592804,0.500059962272644,0.2533952295780182,-0.3786785900592804,0.500059962272644,0.2533952295780182,0.10033309459686279,-0.5003416538238525,0.2533952295780182,0.10033309459686279,2.088470220565796,0.23996232450008392,rectangular,25.700213277213837,0.06398999691009521,0.17582599818706512,0.23060999810695648,0.20670300722122192,0.1721460074186325,0.10892699658870697,0.03806599974632263,0.0036230001132935286,0.00010800000018207356,9.999999974752427e-07,1.1588558702991605,21.359974894880033,data/benchmark/db/9/m911/m911.off,0,7574.0,3830.0,0.03650499880313873,0.09543599933385849,0.14105600118637085,0.16641399264335632,0.16289100050926208,0.14812099933624268,0.16445599496364594,0.08182399719953537,0.003295999951660633,9.999999974752427e-07,1.5821749413569521,0.07369399815797806,0.09929099678993225,0.11186400055885315,0.1890210062265396,0.10182300209999084,0.07785400003194809,0.08432000130414963,0.22935999929904938,0.0327720008790493,9.999999974752427e-07,0.036913668037450595
