,file_name,id,n_vertices,n_triangles,n_quads,bounding_box,barycenter,classification,volume,surface_area,bounding_box_ratio,compactness,bounding_box_volume,diameter,eccentricity,angle_three_vertices,barycenter_vertice,two_vertices,square_area_triangle,cube_volume_tetrahedron
0,data\benchmark\db\0\m0\m0.off,0,894,492.0,0,"[-0.53499603 -0.32502565 -0.31356242  0.5801491  -0.32502565 -0.31356242
  0.5801491  -0.32502565  0.1594527  -0.53499603 -0.32502565  0.1594527
 -0.53499603  0.3250258  -0.31356242  0.5801491   0.3250258  -0.31356242
  0.5801491   0.3250258   0.1594527  -0.53499603  0.3250258   0.1594527 ]",[0.5479643  0.32502568 0.08353747],,0.008859981018928641,0.6742814762494309,3.6383774280548096,3.256921500580457,0.030066948384046555,11380.400948423074,7.34573009879227,[80],[ 7 10 38 37 51 30 40 14 11],[90 50  8  1],[78  2],[40 18  2]
1,data\benchmark\db\0\m1\m1.off,1,765,410.0,0,"[-0.56488854 -0.21473236 -0.18518125  0.44707483 -0.21473236 -0.18518125
  0.44707483 -0.21473236  0.16135117 -0.56488854 -0.21473236  0.16135117
 -0.56488854  0.21306533 -0.18518125  0.44707483  0.21306533 -0.18518125
  0.44707483  0.21306533  0.16135117 -0.56488854  0.21306533  0.16135117]",[0.5813047  0.20100981 0.15431476],,0.012971725541907828,0.5057757730060629,2.7708184719085693,1.1359917880747574,0.015369690023362637,4514.037473637285,13.544320110795057,[68],[11 41 46 39 56 10  1],[96 26  4  1],[68],[48  3]
2,data\benchmark\db\0\m10\m10.off,10,4086,2628.0,0,"[-0.47999847 -0.4169674  -0.08599751  0.51965845 -0.4169674  -0.08599751
  0.51965845 -0.4169674   0.10358809 -0.47999847 -0.4169674   0.10358809
 -0.47999847  0.51582766 -0.08599751  0.51965845  0.51582766 -0.08599751
  0.51965845  0.51582766  0.10358809 -0.47999847  0.51582766  0.10358809]",[0.51452065 0.38333955 0.13080464],,0.0003197735931057804,0.999689699725621,5.016584873199463,55.869444560526425,0.02776722051203251,51678.422803107795,19.934350537751637,[  1   1   1 361],[ 46 434 266 126 132  68  17],[645  11  17   7   1],[352  12],[219  54]
3,data\benchmark\db\0\m11\m11.off,11,1104,724.0,0,"[-0.48013648 -0.27543733 -0.03442009  0.53234875 -0.27543733 -0.03442009
  0.53234875 -0.27543733  0.0405506  -0.48013648 -0.27543733  0.0405506
 -0.48013648  0.25783813 -0.03442009  0.53234875  0.25783813 -0.03442009
  0.53234875  0.25783813  0.0405506  -0.48013648  0.25783813  0.0405506 ]",[0.4159638  0.3245917  0.04970119],,0.0013501920849864732,0.5734841870482227,13.128010749816895,5.1329444388548735,0.005565968342125416,12774.154640687515,218.9680635143702,[ 1 98],[103  60  68  51  10   2],[142  17  17   6   2],[98  1],[74]
4,data\benchmark\db\0\m12\m12.off,12,834,500.0,0,"[-0.48986444 -0.32027808 -0.15386403  0.51032007 -0.32027808 -0.15386403
  0.51032007 -0.32027808  0.21548456 -0.48986444 -0.32027808  0.21548456
 -0.48986444  0.26235172 -0.15386403  0.51032007  0.26235172 -0.15386403
  0.51032007  0.26235172  0.21548456 -0.48986444  0.26235172  0.21548456]",[0.5004126  0.33878562 0.08643201],,0.005845096308352567,0.533244489941368,2.368244171142578,1.9832766280801646,0.02884979359805584,7188.057020737589,7.457343006254765,[75],[ 67 114  35   6],[107  26   6],[75],[43 13]
5,data\benchmark\db\0\m13\m13.off,13,1473,1125.0,0,"[-0.4718702  -0.2094065  -0.11731961  0.51915145 -0.2094065  -0.11731961
  0.51915145 -0.2094065   0.06002413 -0.4718702  -0.2094065   0.06002413
 -0.4718702   0.3733465  -0.11731961  0.51915145  0.3733465  -0.11731961
  0.51915145  0.3733465   0.06002413 -0.4718702   0.3733465   0.06002413]",[0.52301    0.08627392 0.14021797],,0.019507650749979406,0.35439133531132816,8.649045944213867,0.31867412303281845,0.011634079739451408,14175.033878058399,15.48553514824177,[131],[ 13  14  60 221  73   6   5],[221  16   5   1   2],[131],[99]
6,data\benchmark\db\0\m14\m14.off,14,2673,1681.0,0,"[-0.3869141  -0.48656163 -0.19081771  0.3497065  -0.48656163 -0.19081771
  0.3497065  -0.48656163  0.09445095 -0.3869141  -0.48656163  0.09445095
 -0.3869141   0.48683137 -0.19081771  0.3497065   0.48683137 -0.19081771
  0.3497065   0.48683137  0.09445095 -0.3869141   0.48683137  0.09445095]",[0.03378466 0.6996847  0.18195695],,0.0016613530787370056,0.5064176056557357,5.154329776763916,3.1863642176742,0.016080094501376152,60376.018023289056,5.60059550933479,[  1 237],[  4  19 161 209 140 100  73   6],[423  16   5   1],[237   1],[173   6]
7,data\benchmark\db\0\m15\m15.off,15,1104,724.0,0,"[-0.509744   -0.29243147 -0.03656836  0.56516635 -0.29243147 -0.03656836
  0.56516635 -0.29243147  0.04306661 -0.509744   -0.29243147  0.04306661
 -0.509744    0.2736996  -0.03656836  0.56516635  0.2736996  -0.03656836
  0.56516635  0.2736996   0.04306661 -0.509744    0.2736996   0.04306661]",[0.30216017 0.4287344  0.08419506],,0.00161550935158294,0.6463916944238306,13.123076438903809,6.719432016003668,0.006661792751401663,16042.264995990625,218.94046940977043,[ 1 98],[109 126  43  12   4],[140  19  15   8   2],[99],[74]
8,data\benchmark\db\0\m16\m16.off,16,7998,5162.0,0,"[-0.43278667 -0.36153653 -0.08536087  0.5768285  -0.36153653 -0.08536087
  0.5768285  -0.36153653  0.15550753 -0.43278667 -0.36153653  0.15550753
 -0.43278667  0.3685624  -0.08536087  0.5768285   0.3685624  -0.08536087
  0.5768285   0.3685624   0.15550753 -0.43278667  0.3685624   0.15550753]",[0.4236808  0.37060744 0.05591131],arthropod,0.006138344492967943,0.35479161764906936,3.7093281745910645,0.570025681838956,0.033060479909181595,150858.52121820155,5.0832562380416135,[  1 710],[ 41 148 945 877  82  29  10],[979 237  84  29   4],[711],[514  20]
9,data\benchmark\db\0\m17\m17.off,17,4644,3000.0,0,"[-0.4999999  -0.3277125  -0.22904913  0.49999997 -0.3277125  -0.22904913
  0.49999997 -0.3277125   0.12146127 -0.4999999  -0.3277125   0.12146127
 -0.4999999   0.32033065 -0.22904913  0.49999997  0.32033065 -0.22904913
  0.49999997  0.32033065  0.12146127 -0.4999999   0.32033065  0.12146127]",[0.4999999  0.31656995 0.27198306],arthropod,0.0010218297125026486,0.33948977378988715,4.116538047790527,1.2240265193428164,0.019453883171081543,122703.22969471957,5.995033727906079,[  2   1   1   1 408],[199 795 173  52  19],[632 142],[413],[219  91]
10,data\benchmark\db\0\m18\m18.off,18,12750,8324.0,0,"[-0.49288675 -0.38725436 -0.20882279  0.50893855 -0.38725436 -0.20882279
  0.50893855 -0.38725436  0.21659456 -0.49288675 -0.38725436  0.21659456
 -0.49288675  0.41887844 -0.20882279  0.50893855  0.41887844 -0.20882279
  0.50893855  0.41887844  0.21659456 -0.49288675  0.41887844  0.21659456]",[0.47681078 0.43403214 0.1179768 ],arthropod,0.0016331121859530808,0.4422394833445295,2.349729061126709,2.140250130659009,0.04617436230182648,570607.8285602762,11.347585219374508,[   1    2    1 1130],[ 20  78 632 879 604 516 583  88],[2125],[1126    8],[452 384  14]
11,data\benchmark\db\0\m19\m19.off,19,10017,5490.0,0,"[-0.4967881  -0.32367522 -0.21154523  0.50314856 -0.32367522 -0.21154523
  0.50314856 -0.32367522  0.14273177 -0.4967881  -0.32367522  0.14273177
 -0.4967881   0.32736003 -0.21154523  0.50314856  0.32736003 -0.21154523
  0.50314856  0.32736003  0.14273177 -0.4967881   0.32736003  0.14273177]",[0.48873731 0.3050419  0.23667069],arthropod,0.003967268509382335,0.7387228787538345,3.5251336097717285,6.40027819344197,0.023509453982114792,327289.4202996713,9.645695950639636,[  1   1 889],[240 579 927 525 261 139],[1585   55   23    4    1    1],[890   1],[438 226   4]
