,bounding_box_ratio,bounding_box_volume,classification,compactness,diameter,eccentricity,file_name,n_quads,n_triangles,n_vertices,surface_area,volume
0,9.788589477539062,0.10295228660106659,door,74.29051594399435,1.4118343129956572,9.821129474932416,data/benchmark/db/17/m1728/m1728.off,0,1000.0,553.0,1.988604238871532,0.030593535408548624
1,2.664219856262207,0.256840318441391,shoe,2.1161647042868523,1.1896570874388106,6.940232259563029,data/benchmark/db/17/m1746/m1746.off,0,998.0,501.0,1.3041197468580041,0.09626652311049133
2,10.157134056091309,0.08162149786949158,door,624.7465919489617,1.264134295738699,9.732536017745225,data/benchmark/db/17/m1727/m1727.off,0,1000.0,558.0,2.8865554092048553,0.018449802143278904
3,1.673376441001892,0.5009489059448242,snowman,4.5761677602391915,1.0087393286386765,3.3971160490374976,data/benchmark/db/17/m1754/m1754.off,0,998.0,515.0,1.9623461425422721,0.12083319768579637
4,6.755523204803467,0.05437568575143814,bridge,21.168084936545995,1.0651574821104748,7.9863621680084895,data/benchmark/db/17/m1782/m1782.off,0,1000.0,527.0,0.6209328659398928,0.01
5,1.6030621528625488,0.5072101950645447,snowman,6.564366584767222,1.0823470180522015,3.9112602530704748,data/benchmark/db/17/m1755/m1755.off,0,1000.0,520.0,2.443840060828808,0.14021244735740615
6,3.722031831741333,0.07791104912757874,handheld,4.489011530092231,1.0001810501937682,13.338050602419374,data/benchmark/db/17/m1762/m1762.off,0,999.0,524.0,0.6357372263772328,0.02249649798605539
7,2.1186752319335938,0.22857584059238434,shoe,2.032963751406127,1.0333854965598919,6.340123730366363,data/benchmark/db/17/m1744/m1744.off,0,998.0,501.0,1.2245450231563504,0.08936575567378531
8,1.996641755104065,1.064905047416687,swingset,6.903979965558425,1.3299465788507676,8.014824234493808,data/benchmark/db/17/m1793/m1793.off,0,998.0,519.0,0.42741585862038367,0.01
9,5.146876811981201,0.14262264966964722,door,1027.2187883354657,1.0983085320547648,8.845458657310372,data/benchmark/db/17/m1730/m1730.off,0,1000.0,554.0,2.2648447766529958,0.01
10,2.7244417667388916,0.3301362693309784,shoe,10.06716287936641,1.1250083746445358,7.215436597311764,data/benchmark/db/17/m1740/m1740.off,0,1000.0,633.0,1.843030390477511,0.07415134116434571
11,1.4306410551071167,1.0973472595214844,,17.498662878334603,1.3826984618383307,2.335086621368368,data/benchmark/db/17/m1775/m1775.off,0,1000.0,516.0,3.2783404057195744,0.1334296819391784
12,8.970697402954102,0.2752157151699066,door,99.12193126678811,1.3922110924590554,6.86597716123738,data/benchmark/db/17/m1726/m1726.off,0,1000.0,575.0,1.7939081414638727,0.022692860166270937
13,4.442883014678955,0.15959717333316803,,27.455012980317274,1.126720468173568,2.49810070868719,data/benchmark/db/17/m1715/m1715.off,0,999.0,519.0,2.246525234337239,0.060426847630213235
14,5.372960090637207,0.17104782164096832,,92.11966047754072,1.3327951920998984,19.729901988235486,data/benchmark/db/17/m1791/m1791.off,0,1000.0,555.0,3.820570851277785,0.07316275248480071
15,1.8646376132965088,0.4557916522026062,,55.2268159662751,1.0771092728136658,7.375851992893368,data/benchmark/db/17/m1771/m1771.off,0,998.0,558.0,2.486781954103098,0.04961984135164117
16,1.7618757486343384,0.3253673315048218,snowman,2.6925076985854712,1.0044019777105895,4.436279211351234,data/benchmark/db/17/m1758/m1758.off,0,1000.0,514.0,1.5141155619595748,0.10676622099507635
17,10.240518569946289,0.05909719318151474,,56.143568497988255,1.098670150816891,6.670868182215004,data/benchmark/db/17/m1718/m1718.off,0,999.0,880.0,1.5909944528877535,0.025184121442389677
18,2.7016210556030273,0.37095582485198975,shoe,2.2379672440488294,1.2784454659803524,5.961519327204154,data/benchmark/db/17/m1745/m1745.off,0,1000.0,500.0,1.5129655982114851,0.11697432025278953
19,2.835688352584839,0.182824045419693,shoe,4.11473262867361,1.006040996609065,7.389257324233784,data/benchmark/db/17/m1741/m1741.off,0,999.0,532.0,1.0768405653699527,0.051800042267748383
20,5.146876811981201,0.14262264966964722,door,1027.2187883354657,1.0983085320547648,8.845458657310372,data/benchmark/db/17/m1729/m1729.off,0,1000.0,554.0,2.2648447766529958,0.01
21,3.0325796604156494,0.22762513160705566,,6.240960087094746,1.145643853604839,13.506029486240223,data/benchmark/db/17/m1738/m1738.off,0,1000.0,502.0,1.5498221333650586,0.07262245046038264
22,1.1015502214431763,0.8773550987243652,,31.69947958688627,1.0000001462156147,10.452396616543908,data/benchmark/db/17/m1748/m1748.off,0,1000.0,504.0,1.4307050205594591,0.02858070246452346
23,9.784265518188477,0.10610359907150269,door,1077.212082936326,1.3459920779474028,9.303871091161856,data/benchmark/db/17/m1732/m1732.off,0,999.0,513.0,3.2213024678728455,0.0165641999049188
24,3.02628493309021,0.16368499398231506,,0.9719749529315665,1.1358815268010996,2.7247891117540197,data/benchmark/db/17/m1707/m1707.off,0,999.0,511.0,0.5623294955246447,0.04021912077326576
25,6.408618927001953,0.32093486189842224,door,63.70895615036004,1.3995247632299102,19.726808237744127,data/benchmark/db/17/m1725/m1725.off,0,999.0,505.0,1.428686317248155,0.02011772636657189
26,75.13966369628906,7.513965829275548e-05,bridge,2.9577385295843557e-06,0.7513966103516455,0.15360385927855885,data/benchmark/db/17/m1784/m1784.off,0,3804.0,1466.0,84943.87215684212,1353605173.0300684
27,1.3083865642547607,0.7511520981788635,chest,218.1526541773908,1.331948546615367,2.1410426295389366,data/benchmark/db/17/m1704/m1704.off,0,1000.0,634.0,7.8804050014253955,0.1408368716151544
28,9.465195655822754,0.1375996470451355,,54.211085477724254,1.1520133891058775,1.4131331670654068,data/benchmark/db/17/m1721/m1721.off,0,1000.0,494.0,0.9158001605531731,0.011192596168710435
29,1.0,9.999999974752427e-07,bridge,0.0001658427049409166,0.001014128350676928,7.298742238984699e-06,data/benchmark/db/17/m1785/m1785.off,0,1000.0,653.0,846315.4156257858,5684915377.299081
30,15.467059135437012,0.03379348665475845,,89.64003798373861,1.1066049050306976,12.154273352018336,data/benchmark/db/17/m1719/m1719.off,0,912.0,581.0,1.0045806341765995,0.01
31,1.0901916027069092,0.6138172745704651,,0.1649282151282005,1.0048255579566119,1.2417359997489714,data/benchmark/db/17/m1749/m1749.off,0,999.0,663.0,0.8205520092177068,0.17210183606649979
32,2.961625099182129,0.1160111278295517,bridge,216.68574968820587,1.066272099780497,8.627602551123477,data/benchmark/db/17/m1779/m1779.off,0,1000.0,596.0,1.3482204432912939,0.01
33,7.744835376739502,0.07858090102672577,,152.9677839477875,1.1254892276118418,11.892651575134295,data/benchmark/db/17/m1717/m1717.off,0,999.0,552.0,1.5217121181400715,0.01427159702573404
34,2.433990955352783,0.18882864713668823,shoe,4.401072757137253,1.025753823328246,8.7186787322671,data/benchmark/db/17/m1743/m1743.off,0,1000.0,538.0,1.319766739430493,0.06795795598740802
